Generacion,Mejor individuo,Mejor Fitness,Violaciones
1,[0.0852393  0.26259927 0.01009865 0.04502608 0.39317208 0.20478335],0.007459847268442337,0
2,[0.0852393  0.26259927 0.01009865 0.04502608 0.39317208 0.20478335],0.007459847268442337,0
3,[0.0852393  0.26259927 0.01009865 0.04502608 0.39317208 0.20478335],0.007459847268442337,0
4,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
5,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
6,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
7,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
8,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
9,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
10,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
11,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
12,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
13,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
14,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
15,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
16,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
17,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
18,[0.18747346 0.23220739 0.07777328 0.20191143 0.23342009 0.06588531],0.004988623486527429,0
19,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
20,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
21,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
22,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
23,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
24,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
25,[0.17432828 0.26821659 0.01075968 0.23587979 0.16913698 0.1391777 ],0.0033112832901812514,0
