Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,0.28959970490386605,0.03300885205524793,14538.986427549036
2,0.28959970490386605,0.03300885205524793,14538.986427549036
3,0.28959970490386605,0.03300885205524793,14538.986427549036
4,0.28959970490386605,0.03300885205524793,14538.986427549036
5,0.28959970490386605,0.03300885205524793,14538.986427549036
6,0.28959970490386605,0.03300885205524793,14538.986427549036
7,0.25232845675731397,0.09697515799343134,855.515706018281
8,0.25232845675731397,0.09697515799343134,855.515706018281
9,0.25232845675731397,0.09697515799343134,855.515706018281
10,0.25232845675731397,0.09697515799343134,855.515706018281
11,0.28959970490386605,0.032736484795049425,0.9553927765526506
12,0.28959970490386605,0.0327393219204393,-0.5467335847623751
13,0.28959970490386605,0.0327393219204393,-0.5467335847623751
14,0.28959904250948704,0.03274415371907778,-0.5484863786902495
15,0.28959904250948704,0.03274415371907778,-0.5484863786902495
16,0.28959904250948704,0.03274415371907778,-0.5484863786902495
17,0.2895985372126245,0.032743921243901686,-0.5485225122908253
18,0.2895995127262923,0.03274049134144964,-0.5485263008446403
19,0.2895995127262923,0.03274049134144964,-0.5485263008446403
20,0.2895995001511976,0.03274026672546292,-0.548534715042414
21,0.2895995001511976,0.03274026672546292,-0.548534715042414
22,0.2895995001511976,0.03274026672546292,-0.548534715042414
23,0.2895995001511976,0.03274026672546292,-0.548534715042414
24,0.2895995001511976,0.03274026672546292,-0.548534715042414
25,0.2895995001511976,0.03274026672546292,-0.548534715042414
26,0.28959926987250273,0.03274097918999226,-0.5485352318492724
27,0.28959926987250273,0.03274097918999226,-0.5485352318492724
28,0.2895992713152422,0.03274097455917074,-0.548535839514726
29,0.2895992713152422,0.03274097455917074,-0.548535839514726
30,0.2895992713152422,0.03274097455917074,-0.548535839514726
31,0.289599499942805,0.03274026511573531,-0.5485359390024872
32,0.2895994999359828,0.032740265063037004,-0.5485359405109203
33,0.2895994999352509,0.032740265057384144,-0.5485359405275403
34,0.2895994999352219,0.032740265057159774,-0.5485359405276196
35,0.2895994999352219,0.032740265057159774,-0.5485359405276196
36,0.28959949993519024,0.03274026505691532,-0.5485359405276555
37,0.2895994999351873,0.032740265056924435,-0.5485359405276558
38,0.2895994999351895,0.03274026505696837,-0.5485359405276659
39,0.2895994999351895,0.032740265056919474,-0.5485359405276663
40,0.2895994999351895,0.032740265056919474,-0.5485359405276663
41,0.2895994999351895,0.03274026505691329,-0.5485359405276664
42,0.2895994999351895,0.032740265056919474,-0.5485359405276664
43,0.2895994999351895,0.032740265056919474,-0.5485359405276664
44,0.2895994999351895,0.032740265056919474,-0.5485359405276664
45,0.2895994999351895,0.032740265056919474,-0.5485359405276664
46,0.2895994999351895,0.032740265056919474,-0.5485359405276664
47,0.2895994999351895,0.032740265056919474,-0.5485359405276664
48,0.2895994999351895,0.032740265056919474,-0.5485359405276664
49,0.2895994999351895,0.03274026505691329,-0.5485359405276664
50,0.2895994999351895,0.03274026505691329,-0.5485359405276664
51,0.2895994999351895,0.032740265056919474,-0.5485359405276664
52,0.2895994999351895,0.032740265056919474,-0.5485359405276664
53,0.2895994999351895,0.032740265056919474,-0.5485359405276664
54,0.2895994999351895,0.03274026505691329,-0.5485359405276664
55,0.2895994999351895,0.03274026505691329,-0.5485359405276664
56,0.2895994999351895,0.03274026505691329,-0.5485359405276664
57,0.2895994999351895,0.03274026505691329,-0.5485359405276664
58,0.2895994999351895,0.032740265056919474,-0.5485359405276664
59,0.2895994999351895,0.03274026505691329,-0.5485359405276664
60,0.2895994999351895,0.03274026505691329,-0.5485359405276664
61,0.2895994999351895,0.03274026505691329,-0.5485359405276664
62,0.2895994999351895,0.03274026505691329,-0.5485359405276664
63,0.2895994999351895,0.03274026505691329,-0.5485359405276664
64,0.2895994999351895,0.03274026505691329,-0.5485359405276664
65,0.2895994999351895,0.03274026505691329,-0.5485359405276664
66,0.2895994999351895,0.03274026505691329,-0.5485359405276664
67,0.2895994999351895,0.03274026505691329,-0.5485359405276664
68,0.2895994999351895,0.03274026505691329,-0.5485359405276664
69,0.2895994999351895,0.03274026505691329,-0.5485359405276664
70,0.2895994999351895,0.03274026505691329,-0.5485359405276664
71,0.2895994999351895,0.03274026505691329,-0.5485359405276664
72,0.2895994999351895,0.03274026505691329,-0.5485359405276664
73,0.2895994999351895,0.03274026505691329,-0.5485359405276664
74,0.2895994999351895,0.03274026505691329,-0.5485359405276664
75,0.2895994999351895,0.03274026505691329,-0.5485359405276664
76,0.2895994999351895,0.03274026505691329,-0.5485359405276664
77,0.2895994999351895,0.03274026505691329,-0.5485359405276664
78,0.2895994999351895,0.03274026505691329,-0.5485359405276664
79,0.2895994999351895,0.03274026505691329,-0.5485359405276664
80,0.2895994999351895,0.03274026505691329,-0.5485359405276664
81,0.2895994999351895,0.03274026505691329,-0.5485359405276664
82,0.2895994999351895,0.03274026505691329,-0.5485359405276664
