Generacion,Mejor individuo,Mejor Fitness
43,[0.05912308 0.12923735 0.39487014 0.19701407 0.14207892 0.07643146],-0.6476122195547489
44,[0.05912308 0.12923735 0.39487014 0.19701407 0.14207892 0.07643146],-0.6476122195547489
45,[0.05912308 0.12923735 0.39487014 0.19701407 0.14207892 0.07643146],-0.6476122195547489
46,[0.04305707 0.13306479 0.38778833 0.21241773 0.14982284 0.07463367],-0.6497428950097447
47,[0.04305707 0.13306479 0.38778833 0.21241773 0.14982284 0.07463367],-0.6497428950097447
48,[0.04305707 0.13306479 0.38778833 0.21241773 0.14982284 0.07463367],-0.6497428950097447
49,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
50,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
51,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
52,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
53,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
54,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
55,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
56,[0.04143775 0.13914796 0.38979892 0.22053005 0.139333   0.07247484],-0.6518880584184863
57,[0.04126581 0.13627295 0.39543067 0.21358    0.14150013 0.07206815],-0.654417587206215
58,[0.04126581 0.13627295 0.39543067 0.21358    0.14150013 0.07206815],-0.654417587206215
59,[0.04231505 0.13627295 0.39543067 0.21358    0.14150013 0.07206815],-0.6544926446718349
60,[0.04493363 0.13623601 0.39996053 0.20856626 0.13833778 0.07003241],-0.6547208123796366
61,[0.01729319 0.13976039 0.39989496 0.21774502 0.14270333 0.07849123],-0.6584256143897735
62,[0.02067771 0.14419049 0.39881638 0.23425593 0.16027827 0.0365393 ],-0.6625819047055734
63,[0.02067771 0.14419049 0.39881638 0.23425593 0.16027827 0.0365393 ],-0.6625819047055734
64,[0.02067771 0.14419049 0.39881638 0.23425593 0.16027827 0.0365393 ],-0.6625819047055734
65,[0.02067771 0.14419049 0.39881638 0.23425593 0.16027827 0.0365393 ],-0.6625819047055734
66,[0.02067771 0.14419049 0.39881638 0.23425593 0.16027827 0.0365393 ],-0.6625819047055734
67,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
68,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
69,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
70,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
71,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
72,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
73,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
74,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
75,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
76,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
77,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
78,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
79,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
80,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
81,[0.03013984 0.14645502 0.39899877 0.23716219 0.16086441 0.02998234],-0.6668134187120153
82,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
83,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
84,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
85,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
86,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
87,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
88,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
89,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
90,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
91,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
92,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
93,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
94,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
95,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
96,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
97,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
98,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
99,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
100,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
101,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
102,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
103,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
104,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
105,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
106,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
107,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
108,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
109,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
110,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
111,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
112,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
113,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
114,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
115,[0.00701897 0.14673905 0.39846519 0.24176409 0.15901288 0.04729604],-0.6697073881104519
116,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
117,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
118,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
119,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
120,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
121,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
122,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
123,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
124,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
125,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
126,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
127,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
128,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
129,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
130,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
131,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
132,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
133,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
134,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
135,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
136,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
137,[0.01896874 0.09101282 0.39906374 0.36701679 0.06932914 0.05148658],-0.6709538362558072
138,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
139,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
140,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
141,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
142,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
143,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
144,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
145,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
146,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
147,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
148,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
149,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
150,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
151,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
152,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
153,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
154,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
155,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
156,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
157,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
158,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
159,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
160,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
161,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
162,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
163,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
164,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
165,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
166,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
167,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
168,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
169,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
170,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
171,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
172,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
173,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
174,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
175,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
176,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
177,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
178,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
179,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
180,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
181,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
182,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
183,[0.02056805 0.09101282 0.39906374 0.36979724 0.06932914 0.05148658],-0.6734805863305734
184,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
185,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
186,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
187,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
188,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
189,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
190,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
191,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
192,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
193,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
194,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
195,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
196,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
197,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
198,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
199,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
200,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
201,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
202,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
203,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
204,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
205,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
206,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
207,[0.02056805 0.09101282 0.39931634 0.36979724 0.06932914 0.05148658],-0.6736632692959497
208,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
209,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
210,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
211,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
212,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
213,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
214,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
215,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
216,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
217,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
218,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
219,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
220,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
221,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
222,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
223,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
224,[0.0015201  0.0067864  0.39993253 0.37570039 0.16358763 0.04958718],-0.6802307191959203
225,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
226,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
227,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
228,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
229,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
230,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
231,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
232,[0.00173005 0.00772364 0.39993253 0.37570039 0.16358763 0.04958718],-0.6811968575301007
233,[0.00173005 0.00772364 0.39996821 0.37570039 0.16358763 0.04958718],-0.6812448198906297
234,[0.00173005 0.00772364 0.39993253 0.37570039 0.16857608 0.04958718],-0.6827376532814942
235,[0.00173005 0.00772364 0.39993253 0.37570039 0.16857608 0.04958718],-0.6827376532814942
236,[0.00173005 0.00772364 0.39993253 0.37570039 0.16857608 0.04958718],-0.6827376532814942
237,[0.00173005 0.00772364 0.39993253 0.37570039 0.16857608 0.04958718],-0.6827376532814942
238,[0.00173005 0.00772364 0.39993253 0.37570039 0.16857608 0.04958718],-0.6827376532814942
239,[0.00173005 0.00624382 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828589840450199
240,[0.00173005 0.00624382 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828589840450199
241,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
242,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
243,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
244,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
245,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
246,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
247,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
248,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
249,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
250,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
251,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
252,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
253,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
254,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
255,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
256,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
257,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
258,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
259,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
260,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
261,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
262,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
263,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
264,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
265,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
266,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
267,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
268,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
269,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
270,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
271,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
272,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
273,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
274,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
275,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
276,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
277,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
278,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
279,[0.00173005 0.00662328 0.39993253 0.37570039 0.16857608 0.04958718],-0.6828696265464561
280,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
281,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
282,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
283,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
284,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
285,[0.00173005 0.00662328 0.39998611 0.37570039 0.16857608 0.04958718],-0.6828998866484234
