Generacion,Mejor Fitness,Fitness Secundario,x1,x2,x3,x4,x5,x6
1,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
2,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
3,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
4,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
5,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
6,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
7,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
8,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
9,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
10,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
11,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
12,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
13,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
14,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
15,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
16,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
17,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
18,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
19,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
20,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
21,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
22,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
23,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
24,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
25,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
26,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
27,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
28,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
29,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
30,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
31,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
32,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
33,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
34,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
35,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
36,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
37,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
38,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
39,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
40,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
41,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
42,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
43,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
44,-0.6130494779641562,0.05044996792391316,0.01531627623119012,0.342477535142138,0.3303676985757379,0.18357361261647742,0.04748893916543287,0.0870837864598077
45,-0.6299260673965862,0.041570076108489125,0.08235494158608937,0.14155106933896622,0.37097112302389046,0.22389389785215388,0.14005517177714574,0.050365974225847494
