Indicador,x0,x1,x2,x3,x4,x5,Fitness
Mejor,3.3423910955548654e-07,0.00212643393192178,0.39999999416884063,0.3999985650984672,0.19998533841434102,6.396200736202669e-06,-0.6924394251743194
Media,4.1178128831169795e-08,0.04259405164396421,0.3999999754033382,0.39999934988284763,0.15386256396268552,2.7660956397053897e-07,-0.6441981446042601
Peor,3.5659364398254985e-08,0.0053479694084998634,0.3999999760554549,0.3999927652463693,0.08713343695380638,5.994632629091936e-07,0.5138431598756809
