Indicador,x1,x2,x3,x4,x5,x6,Fitness,Fitness Secundario
Mejor,1.9528597588567e-09,1.0575294191884357e-06,0.39999769481664726,0.39998512627238736,0.20237923356190085,1.4712106176211464e-08,-0.6925267165639166,0.045598448503149314
Media,1.5602211347277374e-09,1.639709884970622e-06,0.39999722239048446,0.3996267565423557,0.1940898488451768,7.323701893776285e-09,-0.5535743532949303,0.045174570670825503
Peor,1.8648300975999376e-09,9.854528505174147e-07,0.3999973782456237,0.3995361951568653,0.04049574832340255,5.389026897794492e-09,1.940636094120621,0.03915061891214305
