Indicador,x0,x1,x2,x3,x4,x5,Fitness
Mejor,3.696924434073257e-08,0.043111805453385735,0.3999998871614848,0.2340512414554265,0.3088951092246692,0.014985737703293082,-0.6816109895328765
Media,4.193581601959884e-07,0.14948507364426072,0.39999995875569394,0.18597065592257928,0.23959723242571937,0.031007986827377616,-0.5219505746844577
Peor,4.5302200545392334e-08,0.17516903381661997,0.3999999755941438,0.3179669425302323,0.3573987948330789,0.03947002872248797,7.601480704289653
