Indicador,x0,x1,x2,x3,x4,x5,Fitness
Mejor,3.015101589995509e-14,0.04537921951812231,0.3999999999713437,0.399999999356508,0.15675110967534175,4.699813375582933e-15,-0.6907109523369858
Media,1.525277893862646e-14,0.04596976909147174,0.3999999999701314,0.3999999994051654,0.15918648712217257,4.1554038796092036e-15,-0.6777478234253728
Peor,1.286430692413771e-14,0.05966816403893629,0.39999999997621527,0.3999999993525421,0.20605688943734407,3.6339992719427826e-15,-0.2878685410673061
