Indicador,x0,x1,x2,x3,x4,x5,Fitness
Mejor,0.25697431831679096,0.18076357287306938,0.021166701615803626,0.23096869058231498,0.169013300952027,0.14094621767364307,0.0019826540567835964
Media,0.22702495925221158,0.18199420207767805,0.058008934661143936,0.23561664808868982,0.17407884431207293,0.14487569687132187,0.21090815270794702
Peor,0.30314297994612593,0.17777827520251563,0.0572704735017055,0.30787564757016356,0.24612675227240355,0.14177974587031106,5.479473240969222
