Generacion,Mejor individuo,Mejor Fitness,Violaciones
1,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
2,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
3,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
4,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
5,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
6,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
7,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
8,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
9,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
10,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
11,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
12,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
13,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
14,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
15,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
16,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
17,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
18,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
19,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
20,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
21,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
22,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
23,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
24,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
25,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
26,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
27,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
28,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
29,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
30,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
31,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
32,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
33,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
34,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
35,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
36,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
37,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
38,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
39,[0.00044665 0.19832668 0.38925068 0.26778301 0.02588752 0.12878865],-0.6460838334645888,0
