Generacion,Mejor individuo,Mejor Fitness,Violaciones
142,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
143,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
144,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
145,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
146,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
147,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
148,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
149,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
150,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
151,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
152,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
153,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
154,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
155,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
156,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
157,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
158,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
159,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
160,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
161,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
162,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
163,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
164,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
165,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
166,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
167,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
168,[0.01134603 0.15921602 0.39768736 0.21297279 0.13804302 0.08520737],-0.6603752881138837,0
169,[0.00088163 0.15425792 0.39850819 0.24990912 0.12872023 0.06584398],-0.6670388603280301,0
170,[0.00088163 0.15425792 0.39850819 0.24990912 0.12872023 0.06584398],-0.6670388603280301,0
171,[0.00088163 0.15425792 0.39850819 0.24990912 0.12872023 0.06584398],-0.6670388603280301,0
172,[0.00088163 0.15425792 0.39850819 0.24990912 0.12872023 0.06584398],-0.6670388603280301,0
173,[0.00088163 0.15425792 0.39850819 0.24990912 0.12872023 0.06584398],-0.6670388603280301,0
174,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
175,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
176,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
177,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
178,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
179,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
180,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
181,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
182,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
183,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
184,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
185,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
186,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
187,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
188,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
189,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
190,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
191,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
192,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
193,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
194,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
195,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
196,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
197,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
198,[0.02850847 0.18577656 0.39991953 0.21935501 0.16558795 0.0037086 ],-0.6697921789145599,0
199,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
200,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
201,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
202,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
203,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
204,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
205,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
206,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
207,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
208,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
209,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
210,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
211,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
212,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
213,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
214,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
215,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
216,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
217,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
218,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
219,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
220,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
221,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
222,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
223,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
224,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
225,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
226,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
227,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
228,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
229,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
230,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
231,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
232,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
233,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
234,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
235,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
236,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
237,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
238,[0.01032275 0.15807269 0.39993253 0.26818636 0.14117692 0.01848094],-0.6715012495311222,0
239,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
240,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
241,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
242,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
243,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
244,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
245,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
246,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
247,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
248,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00574043],-0.67281664256668,0
249,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
250,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
251,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
252,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
253,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
254,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
255,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
256,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
257,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
258,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
259,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
260,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
261,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
262,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
263,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
264,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
265,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
266,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
267,[0.00989294 0.16312011 0.399982   0.26992501 0.14694309 0.00954152],-0.6758543787166303,0
268,[0.00274732 0.16292085 0.39998943 0.27478469 0.14686609 0.01532809],-0.6778197246674114,0
269,[0.00274732 0.16292085 0.39998943 0.27478469 0.14686609 0.01532809],-0.6778197246674114,0
270,[0.00274732 0.16292085 0.39998943 0.27478469 0.14686609 0.01532809],-0.6778197246674114,0
271,[0.00274732 0.16292085 0.39998943 0.27478469 0.14686609 0.01532809],-0.6778197246674114,0
