Generacion,Mejor individuo,Mejor Fitness,Violaciones
1,[0.0366158  0.05869347 0.39670746 0.32052213 0.21159928 0.00883317],-0.5802178272442544,0
2,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
3,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
4,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
5,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
6,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
7,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
8,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
9,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
10,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
11,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
12,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
13,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
14,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
15,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
16,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
17,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
18,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
19,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
20,[0.07460749 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274255491406813,0
21,[0.07461069 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274261537096887,0
22,[0.07461069 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274261537096887,0
23,[0.07461069 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274261537096887,0
24,[0.07461069 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274261537096887,0
25,[0.07461069 0.22639186 0.38652584 0.09661719 0.11132063 0.10459284],-0.6274261537096887,0
26,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
27,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
28,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
29,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
30,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
31,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
32,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
33,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08886281],-0.6300555653148493,0
34,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
35,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
36,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
37,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
38,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
39,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
40,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
41,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
42,[0.10652162 0.13828131 0.3948754  0.14217485 0.13599787 0.08574725],-0.6323337175109047,0
43,[0.0519087  0.15247859 0.38896428 0.14736912 0.14230336 0.11401694],-0.6358606336542936,0
44,[0.0519087  0.15247859 0.38896428 0.14736912 0.14230336 0.11401694],-0.6358606336542936,0
45,[0.0519087  0.15247859 0.38896428 0.14736912 0.14230336 0.11401694],-0.6358606336542936,0
46,[0.0519087  0.15247859 0.38896428 0.14736912 0.14230336 0.11401694],-0.6358606336542936,0
47,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
48,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
49,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
50,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
51,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
52,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
53,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
54,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
55,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
56,[0.02998168 0.16849114 0.37244724 0.13282156 0.24390516 0.06042835],-0.63942474504453,0
57,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
58,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
59,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
60,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
61,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
62,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
63,[0.02998168 0.16849114 0.37244724 0.12940647 0.24390516 0.06042835],-0.6420663744827633,0
64,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
65,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
66,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
67,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
68,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
69,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
70,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
71,[0.06983948 0.14614917 0.39648292 0.14557687 0.15942591 0.08305088],-0.6428455010265268,0
72,[0.00494238 0.16923785 0.39872193 0.16890525 0.15802763 0.10374389],-0.6577779295421412,0
