Generacion,Mejor individuo,Mejor Fitness,Violaciones
1,[0.01819596 0.1124062  0.30333423 0.28675571 0.22250156 0.06543228],-0.6121016023179757,0
2,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
3,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
4,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
5,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
6,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
7,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
8,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
9,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
10,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
11,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
12,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
13,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
14,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
15,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
16,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
17,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
18,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
19,[0.03859321 0.15630991 0.36973807 0.2027984  0.08717816 0.15082773],-0.6268910245572837,0
20,[0.10638362 0.15394691 0.38497294 0.21590522 0.14255021 0.00047693],-0.6427819302854996,0
21,[0.10638362 0.15394691 0.38497294 0.21590522 0.14255021 0.00047693],-0.6427819302854996,0
22,[0.10638362 0.15394691 0.38497294 0.21590522 0.14255021 0.00047693],-0.6427819302854996,0
23,[0.10638362 0.15394691 0.38497294 0.21590522 0.14255021 0.00047693],-0.6427819302854996,0
24,[0.10638362 0.15394691 0.38497294 0.21590522 0.14255021 0.00047693],-0.6427819302854996,0
25,[0.03517333 0.13169477 0.38722276 0.20875867 0.12496407 0.1172248 ],-0.6440609282463582,0
26,[0.01738722 0.15214625 0.37779326 0.21525772 0.13820481 0.09891481],-0.6460408858956115,0
27,[0.04282634 0.13571737 0.39762293 0.20628031 0.10574996 0.10965107],-0.6474068287453975,0
28,[0.04282634 0.13571737 0.39762293 0.20628031 0.10574996 0.10965107],-0.6474068287453975,0
29,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
30,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
31,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
32,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
33,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
34,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
35,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
36,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
37,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
38,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
39,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
40,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
41,[0.04518591 0.13681168 0.39654722 0.20634996 0.10906165 0.10980465],-0.6479154781657348,0
42,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
43,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
44,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
45,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
46,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
47,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
48,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
49,[0.03851512 0.13610705 0.39788461 0.20537784 0.10057701 0.12095088],-0.6479576937881117,0
50,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
51,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
52,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
53,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
54,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
55,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
56,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
57,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
58,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
59,[0.03851512 0.13610705 0.3995506  0.20537784 0.10057701 0.12095088],-0.649541875623194,0
60,[0.03851512 0.13610705 0.39990689 0.20537784 0.10057701 0.12095088],-0.6498086246506758,0
61,[0.03851512 0.13610705 0.39990689 0.20537784 0.10057701 0.12095088],-0.6498086246506758,0
62,[0.03851512 0.13610705 0.39990689 0.20537784 0.10057701 0.12095088],-0.6498086246506758,0
63,[0.03851512 0.13610705 0.39990689 0.20537784 0.10057701 0.12095088],-0.6498086246506758,0
64,[0.03692269 0.13529389 0.399094   0.20521844 0.10465616 0.12059489],-0.6499146240288554,0
65,[0.03692269 0.13529389 0.399094   0.20521844 0.10465616 0.12059489],-0.6499146240288554,0
66,[0.02692999 0.13633979 0.39979197 0.20540424 0.10073428 0.12981791],-0.6503295395058117,0
67,[0.02692999 0.13633979 0.39979197 0.20540424 0.10073428 0.12981791],-0.6503295395058117,0
68,[0.02523383 0.13590535 0.39958963 0.20541551 0.10475165 0.12718302],-0.6503960413727676,0
69,[0.02523383 0.13590535 0.39958963 0.20541551 0.10475165 0.12718302],-0.6503960413727676,0
70,[0.02523383 0.13590535 0.39958963 0.20541551 0.10475165 0.12718302],-0.6503960413727676,0
71,[0.03062214 0.13551249 0.39962343 0.20527774 0.11486588 0.12010925],-0.6505599155662135,0
72,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
73,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
74,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
75,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
76,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
77,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
78,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
79,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
80,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
81,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
82,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
83,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
84,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
85,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
86,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
87,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
88,[0.02895409 0.1347276  0.39927349 0.20502333 0.11443349 0.118523  ],-0.6522704497890699,0
89,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
90,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
91,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
92,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
93,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
94,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
95,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
96,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
97,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
98,[0.0247745  0.134351   0.39949169 0.20724071 0.13038405 0.10844647],-0.6548068354366045,0
