Indicador,x0,x1,x2,x3,x4,x5,Fitness
Mejor,6.565360716662342e-10,0.0194660697566424,0.39999999363487654,0.38302420570001355,0.20183021389589342,1.582286949103381e-10,-0.6906630863250606
Media,3.8022552001705004e-10,0.10592003336728732,0.39999999693774213,0.3334509918621004,0.16981649847671051,5.272562347395337e-10,-0.5707364704067376
Peor,4.610402813213448e-10,0.17415709547915714,0.3999999976543214,0.33310849678256593,0.27844653514220463,6.725350037283379e-10,2.6811137488625705
