Indicador,x1,x2,x3,x4,x5,x6,Fitness,Fitness Secundario
Mejor,0.0,0.4,0.4,0.0,0.0,0.20894488245857035,0.18127547838885427,0.11033630328239519
Media,0.0,0.39999999999999153,0.39999999999999153,0.0,0.0,0.2088350382015658,0.1812972337726939,0.11032718374924531
Peor,0.0,0.4,0.4,0.0,0.0,0.20694938408231103,0.18167070189302736,0.11017093325624647
