Indicador,x1,x2,x3,x4,x5,x6,Fitness,Fitness Secundario
Mejor,0.0,0.15399267292261837,0.39999999951998116,0.3999996341455422,0.04928696767471233,3.8399727311161247e-13,-0.6862733803813814,0.042881090375033834
Media,0.0,0.1814980223852277,0.3999995085968613,0.39999436426271334,0.025622786890646655,1.484349703366328e-15,-0.6604529329299637,0.04374466093266547
Peor,0.0,0.10205945449353437,0.3999995056161275,0.39999312655294117,0.025150096544987517,0.0,-0.1244778712164567,0.04073426492970519
