Indicador,x1,x2,x3,x4,x5,x6,Fitness,Fitness Secundario
Mejor,8.399180695528995e-18,0.4,0.4,0.0,3.103248868311754e-19,0.20894488212367202,0.18127547838885438,0.11033630325458818
Media,8.399180695528902e-18,0.39999999999999153,0.39999999999999153,0.0,3.1032488683118403e-19,0.21533391038677946,0.2585163851110629,0.11087005739217687
Peor,8.399180695528995e-18,0.4,0.4,0.0,3.103248868311754e-19,0.3305392505497051,1.6513048387693492,0.12161524251958225
