Indicador,x1,x2,Fitness
Mejor,0.11142078391917265,0.2631566177823675,-0.41773170683125516
Media,0.10975523452491623,0.2615196746205357,114562033.00685814
Peor,0.08029582961401231,0.2631566177823675,2765804414.2819896
Desv. estándar,,,310646016.8029299
