Indicador,x1,x2,Fitness
Mejor,0.22310239097745083,0.021759010817173647,-0.5485359405276664
Media,0.22275969812518154,0.02171485040985489,855243.3419842295
Peor,0.21669831830065545,0.021759010817173647,20800350.12666749
Desv. estándar,,,2445371.7226780956
