Indicador,x1,x2,Fitness
Mejor,0.12401856290394449,0.3453662485078726,-0.3728629569960928
Media,0.11964489209399377,0.3441099882008136,331845602.3273554
Peor,0.030609450605707925,0.3453662485078726,10126248416.862709
Desv. estándar,,,1026342877.0997082
