Indicador,x1,x2,Fitness
Mejor,0.14224953611926325,0.14294809213949014,-0.5308310929310431
Media,0.1442304757415444,0.14714915330919492,354078924.06886387
Peor,0.14224953611926325,0.14294809213949014,6335777328.832064
Desv. estándar,,,780132782.9084305
