Indicador,x1,x2,Fitness
Mejor,0.217504920528146,0.09381188940309128,-0.5569266749852654
Media,0.21951018215871523,0.0951539044125774,77623752.50619443
Peor,0.26362593803127776,0.09381188940309128,1606231980.0039308
Desv. estándar,,,197913485.98891148
